participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
6,1,13,0,4208,3372,7382,8,0,false,true,false,false,false,false,11678,10975,1055,3006,3031,2055,3094,3095,3363,3,9,241,3625,1014,2707,0,0,0,121841,16164,14386,129305,17322,17608,2916,201,3838,143,513,51,CHALLENGER,4,7,false,200,6.5 9,-0.25 -0.10000000000000009,43.200000000000045 89.80000000000001,489.4 759.5,454.7 442.7,BOTTOM,DUO_CARRY,34.55 -129.3,341.3 438.1,1556377634
7,2,14,0,8872,146,13444,3,0,false,false,false,false,false,false,10026,9425,3047,1400,2420,3147,0,1038,3364,2,5,699,5022,601,4249,134,8,94,116332,5681,17236,129650,7090,21882,11907,39,8295,808,397,121,CHALLENGER,11,4,false,200,0.8 1.6,0.10000000000000003 -1.6,-87.69999999999999 304.90000000000003,615.9 958.6,330.6 446.3,JUNGLE,NONE,-7.100000000000023 -110.19999999999999,421.6 500.4,1556377634
8,11,12,0,3105,409,18130,10,0,false,false,false,false,false,false,6793,5925,3069,2424,0,3117,3109,1029,3364,0,0,259,15380,4828,4136,0,0,0,5685,1270,14532,23834,6626,20173,813,10,2767,528,1503,412,MASTER,4,14,false,200,0.1 0.6,-0.25 -0.10000000000000009,43.200000000000045 89.80000000000001,404.7 961.6,248.79999999999998 257.3,BOTTOM,DUO_SUPPORT,34.55 -129.3,332.1 318.9,1556377634
9,2,13,0,0,0,6654,6,0,false,false,false,false,false,false,7949,7275,3157,2055,3285,1001,1082,2031,3340,0,3,608,50609,6099,2588,0,0,0,11414,1229,10201,64456,8282,13921,1071,139,2433,953,1132,7,CHALLENGER,4,14,false,200,5.699999999999999 6.5,-1.0000000000000004 -0.3999999999999999,-160.1 284,256.9 749.4,255.60000000000002 298.5,MIDDLE,SOLO,14.599999999999994 -49.49999999999997,422.6 423.4,1556377634
10,1,15,0,657,657,16682,2,0,false,false,false,false,false,false,10281,9733,2055,1029,2420,3078,3053,3111,3340,0,2,1122,17918,2567,9068,4,4,0,115189,4048,11195,140205,7639,20296,5346,266,7096,1023,32,39,DIAMOND,4,12,false,200,10.2 10.7,2.5999999999999996 2.7,-25.999999999999986 488.5,301.6 885.5999999999999,328.6 403.2,TOP,SOLO,51.19999999999999 69.60000000000002,497.5 580.6,1556391304
1,3,14,0,3332,1728,13928,6,0,false,false,,,false,false,9325,9083,1055,3111,3078,3053,1029,1029,3364,0,3,832,0,0,12034,4,0,1,103123,11293,8975,105465,12967,22605,1816,188,2342,1674,1595,122,MASTER,4,12,false,100,8.7 7.800000000000001,-0.09999999999999964 -1.0999999999999996,24.60000000000001 219.59999999999997,278.1 1099.9,279.7 436.5,TOP,SOLO,27.900000000000006 79.9,491.9 621.7,1556391304
2,4,11,0,0,0,8092,5,0,false,false,,,false,false,5351,4400,3069,3067,2055,3117,1031,0,3364,0,0,477,8824,2026,7095,0,0,0,6286,387,5351,15726,3029,12735,551,20,615,615,288,412,MASTER,14,4,false,100,0.4 1.1,-0.9499999999999995 -0.19999999999999973,30.10000000000001 93.59999999999997,175.8 530.1,179.8 225,BOTTOM,DUO_SUPPORT,-46.7 -96.85,253.1 382.1,1556391304
3,1,12,0,0,0,4325,4,0,false,false,,,false,false,9348,8875,3070,3042,3802,3025,1055,3020,3363,1,3,481,10524,2605,4117,5,0,5,77855,5689,6746,88684,8382,11243,1346,168,304,88,379,81,UNRANKED,7,4,false,100,6.2 8.8,-0.9499999999999995 -0.19999999999999973,30.10000000000001 93.59999999999997,261.7 535.7,273.4 414.3,BOTTOM,DUO_CARRY,-46.7 -96.85,274.6 477.2,1556391304
4,2,13,0,20327,4456,10310,7,0,false,false,,,false,false,9581,9425,3142,3133,3047,1412,3134,2055,3364,1,5,446,17371,2007,7779,90,0,67,86584,8293,10687,116754,10873,19327,3831,41,12797,573,861,126,CHALLENGER,11,4,false,100,1.1 1.6,0.9 -0.3999999999999999,-194.2 -98.19999999999999,457.5 944.4000000000001,315.6 466.5,JUNGLE,NONE,-3.900000000000034 -86.60000000000002,400.5 495.7,1556391304
5,3,13,0,1359,1359,7485,5,0,false,false,,,false,false,8308,8100,3152,2031,3165,1082,3020,1026,3340,0,1,838,77913,7305,4022,0,0,0,9785,810,7736,93257,8653,13126,1238,173,5558,537,1366,127,CHALLENGER,4,14,false,100,5 9.2,-2.9999999999999996 -0.5,-112.9 -188.3,374.3 307.2,222.5 409.3,MIDDLE,SOLO,-181.5 -48.39999999999998,345.7 534.1,1556391304
6,3,14,0,17707,4994,5183,3,1,false,true,,,false,true,13430,12050,3031,1055,3095,3094,3006,3086,3363,3,10,699,3905,675,3474,23,1,9,147958,15459,7433,153016,16918,11181,1788,204,1151,783,274,498,UNRANKED,4,7,true,200,8.3 9.7,0.9499999999999995 0.19999999999999973,-30.10000000000001 -93.59999999999997,221.1 485.3,334.5 602.0999999999999,BOTTOM,DUO_CARRY,46.7 96.85,339.2 586.3,1556391304
7,10,15,0,14624,858,7604,6,1,false,false,,,false,false,10893,9325,1402,2031,3165,3020,3108,3041,3340,1,5,343,149069,17130,4216,141,16,95,6141,190,14749,162456,17844,20092,5498,30,7246,524,1127,30,UNRANKED,4,11,true,200,0.2 2,-0.9 0.3999999999999999,194.2 98.19999999999999,651.7 1042.6,314.1 420.6,JUNGLE,NONE,3.900000000000034 86.60000000000002,404.4 582.3,1556391304
8,5,15,0,2461,2461,8750,1,0,false,false,,,false,false,10226,8350,0,0,3146,1054,3165,3020,3340,1,4,1028,88724,10427,1579,0,0,0,25692,1636,15309,137656,12064,17169,9833,216,23240,0,280,84,DIAMOND,4,12,true,200,8.8 8.9,0.09999999999999964 1.0999999999999996,-24.60000000000001 -219.59999999999997,253.5 880.3,277.9 408.4,TOP,SOLO,-27.900000000000006 -79.9,464 541.8,1556391304
9,7,15,0,9702,4270,12896,3,0,false,false,,,false,false,12118,10875,1053,3140,3046,1055,3031,3047,3363,1,5,636,11294,752,4143,19,11,8,152976,8137,10066,167431,11532,15271,3472,215,3161,2641,1060,157,MASTER,4,14,true,200,8 9.7,2.9999999999999996 0.5,112.9 188.3,487.20000000000005 495.5,380.7 487.2,MIDDLE,SOLO,181.5 48.39999999999998,527.2 582.5,1556391304
10,15,14,0,6700,2229,14853,0,0,false,false,,,false,false,8690,7575,3069,3050,2055,3117,3504,0,3364,1,3,0,9914,5360,2848,4,0,0,8331,1244,5841,20900,7146,9436,4809,13,2653,542,746,497,CHALLENGER,14,4,true,200,0.2 0.6,0.9499999999999995 0.19999999999999973,-30.10000000000001 -93.59999999999997,156.2 393.29999999999995,237.89999999999998 345.8,BOTTOM,DUO_SUPPORT,46.7 96.85,281.9 466.70000000000005,1557226739
1,7,17,0,17385,3602,9744,4,0,false,false,true,false,false,false,13942,13525,2421,3374,3020,3041,3285,3165,3363,2,8,1041,156034,23559,9925,19,4,9,13816,1268,8837,176857,25970,19315,886,231,7006,1142,552,61,CHALLENGER,14,4,true,100,8.8 10.5,2.8 3.8000000000000007,-297.19999999999993 -264.3,186.8 790.5999999999999,313.7 560.6,MIDDLE,SOLO,45.79999999999998 215.8,506.9 657.1,1557226739
2,3,15,0,6829,898,7262,8,0,false,false,false,false,false,false,9474,8185,3165,1082,3152,3020,2003,1052,3340,1,3,427,70475,17206,13410,4,0,0,20475,2388,11133,102162,19594,26166,2897,162,11211,0,1621,85,MASTER,4,12,true,100,6.9 4.9,-0.5 -5.199999999999999,5.000000000000043 7.099999999999966,378.40000000000003 976.2,239.1 258.4,TOP,SOLO,-67.39999999999998 -230.9,420.9 370.9,1557226739
3,13,17,0,18076,869,30856,3,0,false,false,true,false,false,false,12194,11025,1401,2055,3109,3111,3194,3801,3364,0,3,729,61296,7402,16616,139,15,92,81921,7861,15546,155018,16536,34863,12788,40,11800,1272,2700,113,CHALLENGER,11,4,true,100,0.2 2,-0.1 -1.3000000000000003,-42.19999999999999 291.1,619.6 1274.6,294.6 431.79999999999995,JUNGLE,NONE,117.4 -117.00000000000006,398.9 606.8,1557226739
4,9,16,0,35434,8206,12034,5,3,false,false,false,true,false,true,17346,15100,1055,3389,3072,3006,3156,3085,3363,2,14,565,2564,1709,14098,36,0,20,152040,23317,4877,163399,25677,20112,3872,189,8793,650,1136,429,CHALLENGER,4,7,true,100,7 7.6,0.7500000000000004 -0.3999999999999999,122.80000000000001 -32.10000000000002,366.5 767.2,314 556.4000000000001,BOTTOM,DUO_CARRY,-11.800000000000026 -67.49999999999997,302.2 531,1557226739
5,18,15,0,6037,696,20053,8,1,false,true,false,false,false,false,11688,10325,3383,3109,3401,3050,3117,0,3364,2,5,456,16301,5748,18653,1,0,0,27899,8853,7714,58632,15625,28283,4606,52,14430,1023,1915,516,CHALLENGER,14,4,true,100,1.4 2.7,0.7500000000000004 -0.3999999999999999,122.80000000000001 -32.10000000000002,426.9 928.2,270.7 436.6,BOTTOM,DUO_SUPPORT,-11.800000000000026 -67.49999999999997,264.29999999999995 437.1,1557226739
6,7,15,0,1395,1224,15247,7,0,false,false,false,false,false,false,10839,9825,3142,3077,2033,3147,1037,3111,3364,1,5,608,418,418,17307,8,0,8,135455,15133,9854,137130,16807,28651,2078,185,1256,1256,1489,91,CHALLENGER,14,4,false,200,6 6.699999999999999,-2.8 -3.8000000000000007,297.19999999999993 264.3,484 1054.9,256.7 302.9,MIDDLE,SOLO,-45.79999999999998 -215.8,461.1 441.3,1557226739
7,11,17,0,8041,3710,20775,5,0,false,false,false,false,false,false,13693,13190,3040,1058,1082,3020,3165,3135,3340,2,8,480,193982,28790,10795,16,5,5,8262,688,16091,204243,29622,28146,10087,233,1999,143,1258,13,CHALLENGER,12,4,false,200,6.6 10,-0.7500000000000004 0.3999999999999999,-122.80000000000001 32.10000000000002,378.70000000000005 1075,280.2 608.2,BOTTOM,DUO_CARRY,11.800000000000026 67.49999999999997,287.7 716.1,1557226739
8,16,13,0,808,750,7836,8,0,false,false,false,false,false,false,7807,7450,3092,3107,2055,1011,3158,3067,3364,0,1,496,12971,7659,6783,0,0,0,2203,1112,9723,19025,11623,16591,9326,19,3851,2851,84,16,CHALLENGER,4,14,false,200,0.3 1.1,-0.7500000000000004 0.3999999999999999,-122.80000000000001 32.10000000000002,169.1 684.6,214.79999999999998 279.9,BOTTOM,DUO_SUPPORT,11.800000000000026 67.49999999999997,302.4 387,1557226739
9,3,16,0,2026,2026,22690,5,1,false,false,false,false,false,false,11793,11658,1055,3078,3052,3111,3053,3077,3340,2,6,795,31898,6074,11212,4,0,4,116581,8263,14136,153477,16337,26043,4716,240,4998,1998,694,39,CHALLENGER,4,12,false,200,7.4 10.1,0.5 5.199999999999999,-5.000000000000043 -7.099999999999966,373.4 969.1,317.6 432.7,TOP,SOLO,67.39999999999998 230.9,488.29999999999995 601.8,1557226739
10,10,16,0,10830,0,12112,8,0,false,false,false,false,false,false,13498,13200,1402,3020,3165,3089,3135,0,3340,2,8,480,192136,26681,12381,138,0,111,2265,119,17761,199146,28479,30705,12123,62,4744,1678,562,30,CHALLENGER,11,4,false,200,0.30000000000000004 3.3000000000000003,0.1 1.3000000000000003,42.19999999999999 -291.1,661.8 983.5,262.70000000000005 597.2,JUNGLE,NONE,-117.4 117.00000000000006,281.5 723.8,1557300292
1,3,11,0,310,310,4982,4,0,false,false,false,false,false,false,7993,7750,2420,3285,3020,3191,1056,3108,3340,1,3,409,72002,8681,2467,4,0,4,11246,658,8780,83248,9339,11402,2840,150,0,0,154,74,MASTER,12,4,false,100,8.2 6.5,-0.7500000000000002 -1,-40.35000000000001 33.59999999999994,300.8 677.4,351.1 375.29999999999995,BOTTOM,DUO_CARRY,-0.5500000000000114 -39.49999999999997,364.29999999999995 437.3,1557300292
2,5,13,0,0,0,8722,4,0,false,false,false,false,false,false,7772,5925,1054,2031,1038,3046,3006,0,3340,0,1,628,10443,767,5673,8,0,8,88717,5727,6536,106146,8072,12936,2677,175,6985,1577,726,157,DIAMOND,14,4,false,100,7.699999999999999 9.2,-0.2999999999999998 -0.39999999999999947,64.49999999999999 335.9,458.7 656.9,253.5 453.5,MIDDLE,SOLO,-179 121.70000000000002,386.3 619.4000000000001,1557300292
3,5,11,0,469,0,10696,7,0,false,false,false,false,false,false,6673,6035,3020,0,1052,1414,1082,1026,3364,0,2,311,59135,7165,3440,84,12,57,16977,1245,14528,80001,8895,18365,6173,22,3889,484,397,79,MASTER,4,11,false,100,0.4 1.8,0 -1.5999999999999999,91.30000000000001 208.90000000000003,759 915,276.4 331.2,JUNGLE,NONE,-33.39999999999998 -256.8,346.1 419.9,1557300292
4,5,9,0,579,579,9323,3,0,false,false,false,false,false,false,5640,5300,3092,3117,3109,0,0,0,3364,1,2,601,7325,4327,3854,0,0,0,6162,711,5316,13873,5424,9376,1649,4,385,385,205,497,CHALLENGER,4,14,false,100,0 0.4,-0.7500000000000002 -1,-40.35000000000001 33.59999999999994,202.8 571.9,171.3 330,BOTTOM,DUO_SUPPORT,-0.5500000000000114 -39.49999999999997,290.3 314.1,1557300292
5,1,12,0,1557,622,16403,8,0,false,false,false,false,false,false,7117,7175,3211,3068,3067,3047,3024,0,3340,1,2,284,45507,6050,6626,10,0,3,39535,4476,12199,90843,10527,19390,547,121,5800,0,565,516,CHALLENGER,12,4,false,100,5.1 7,-0.5 -0.10000000000000009,96.29999999999995 -97,671.0999999999999 1004.8,222.9 429.1,TOP,SOLO,-88.00000000000006 87.99999999999997,362.9 564.3,1557300292
6,5,14,0,23605,6143,7821,3,1,false,false,false,true,false,true,10780,9125,3142,2055,3111,1412,3134,3133,3364,2,8,501,23884,3260,4342,99,13,60,105934,9642,9977,139562,13885,14788,5169,38,9743,981,468,126,CHALLENGER,11,4,true,200,0.4 3.4,0 1.5999999999999999,-91.30000000000001 -208.90000000000003,667.7 706.1,288 620.2,JUNGLE,NONE,33.39999999999998 256.8,379.5 676.7,1557300292
7,9,11,0,3365,1021,8948,2,0,false,false,false,false,true,false,7876,5650,3401,2424,2055,3050,3117,0,3364,1,4,605,5065,2679,6127,0,0,0,6897,1225,2966,21247,4176,9263,1844,40,9284,272,169,89,CHALLENGER,4,14,true,200,1.7999999999999998 1.8,0.7500000000000002 1,40.35000000000001 -33.59999999999994,260.5 529.8,277.1 379.7,BOTTOM,DUO_SUPPORT,0.5500000000000114 39.49999999999997,318 318.3,1557300292
8,10,12,0,1827,1827,18324,2,1,false,true,false,false,false,false,8143,7275,3047,3065,3082,0,3751,3024,3340,1,4,646,26074,5714,8226,0,0,0,52510,5763,8165,81498,11477,16808,2098,127,2913,0,417,14,,12,4,true,200,5.6 7.1,0.5 0.10000000000000009,-96.29999999999995 97,574.8 1101.8,388.79999999999995 353.29999999999995,TOP,SOLO,88.00000000000006 -87.99999999999997,450.90000000000003 476.29999999999995,1557300292
9,7,13,0,3910,2387,2551,1,0,false,false,false,false,false,false,9911,8200,2033,1058,3916,3285,3020,1082,3363,1,5,1053,91465,8070,3724,16,4,8,11004,1053,3969,107653,9791,8780,1393,179,5182,668,1086,134,CHALLENGER,14,4,true,200,8 9.6,0.2999999999999998 0.39999999999999947,-64.49999999999999 -335.9,394.2 321,386.1 526.8,MIDDLE,SOLO,179 -121.70000000000002,565.3 497.70000000000005,1557300292
10,8,12,0,11958,5050,4104,2,1,false,false,false,false,true,false,10115,8400,1055,3006,3095,3046,1038,0,3363,1,5,775,360,307,6158,12,8,0,114537,13919,4920,116837,14353,11383,3128,155,1938,127,305,15,MASTER,7,4,true,200,7.9 7.1,0.7500000000000002 1,40.35000000000001 -33.59999999999994,323.79999999999995 652.3,337.4 547.2,BOTTOM,DUO_CARRY,0.5500000000000114 39.49999999999997,337.7 512.1,1557979789
1,6,16,0,6996,4985,31062,3,0,false,false,true,false,false,false,12395,11025,3800,3075,2423,3071,3047,1031,3340,1,7,454,4133,704,2253,0,0,0,118555,11790,14066,141592,13129,17603,717,191,18903,633,1283,6,CHALLENGER,12,4,true,100,6.300000000000001 8.1,,,437.1 738.3,292 451.70000000000005,TOP,SOLO,,422.4 545.7,1557979789
2,6,16,0,1869,1530,15777,5,0,false,false,true,false,false,false,11177,8635,3070,3157,3027,3047,1082,1052,3340,1,5,553,88649,10729,1473,3,0,3,19863,1390,16352,112032,12119,20236,6562,202,3520,0,2410,38,PLATINUM,4,12,true,100,5.6 9.1,,,430.8 748.5,246.3 350.6,MIDDLE,SOLO,,409.70000000000005 510.1,1557979789
3,13,16,0,13579,8933,12463,3,1,false,false,false,false,false,false,14746,12750,3153,2421,3047,3094,1038,3071,3363,2,8,859,9467,2968,1623,21,0,17,174322,28147,15805,187523,31923,21393,4532,218,3734,808,3965,236,,4,7,true,100,8 7.3,0.050000000000000044 -0.15000000000000036,-112.05000000000005 49.64999999999998,244.79999999999998 1022.8,366.7 499.3,BOTTOM,DUO_CARRY,76.09999999999997 18.44999999999999,386.79999999999995 520.0999999999999,1557979789
4,14,14,0,2145,1884,12435,4,0,false,false,true,false,false,false,9256,7850,3107,3157,0,3047,1004,3098,3364,1,3,706,19211,6810,2226,1,0,1,7234,1471,11386,27290,9126,15621,4162,24,844,844,2008,25,,14,4,true,100,0.30000000000000004 1.3,0.050000000000000044 -0.15000000000000036,-112.05000000000005 49.64999999999998,351.6 501,238.7 342.79999999999995,BOTTOM,DUO_SUPPORT,76.09999999999997 18.44999999999999,290.3 339,1557979789
5,7,16,0,17071,4221,8723,4,2,false,false,false,true,false,false,12210,10025,3165,3135,1082,3020,0,1402,3363,2,10,479,176427,22852,2916,127,24,84,6821,164,15539,190999,24140,19607,5750,41,7749,1123,1151,30,CHALLENGER,4,11,true,100,0 2.5,-0.4 0.20000000000000007,29.900000000000006 -464.99999999999994,563 770.4000000000001,196.60000000000002 479.4,JUNGLE,NONE,-40.29999999999998 83.89999999999998,254 688.2,1557979789
6,3,15,0,21770,243,18131,4,0,false,false,false,false,false,true,10780,9675,3748,3071,3111,1041,3052,2055,3364,1,3,1125,131,131,10582,145,30,74,147967,8219,22997,176700,10421,33702,12259,48,28602,2070,122,421,CHALLENGER,11,4,false,200,0.4 2.3,0.4 -0.20000000000000007,-29.900000000000006 464.99999999999994,533.1 1235.4,296.9 399.1,JUNGLE,NONE,40.29999999999998 -83.89999999999998,294.3 604.3,1557979789
7,5,17,0,11428,1587,21467,7,1,false,false,false,false,false,false,14037,13575,3006,2421,3072,1038,3046,3031,3340,2,7,601,13018,1442,10643,17,4,1,185119,15655,15177,204489,22899,26782,6404,241,6350,5800,961,157,CHALLENGER,4,14,false,200,8.2 8.7,,,454.8 951.2,344.5 647.3,TOP,DUO,,466.4 760.6,1557979789
8,6,11,0,579,415,13206,8,0,false,false,false,false,false,false,8074,6200,3401,3050,0,3117,3801,0,3364,0,0,420,13087,3073,9747,0,0,0,4964,892,8651,20984,4292,18627,1141,51,2932,327,229,412,CHALLENGER,4,14,false,200,1.4 2.1,-0.050000000000000044 0.15000000000000036,112.05000000000005 -49.64999999999998,355.9 696.6,199.39999999999998 288.2,BOTTOM,DUO_SUPPORT,-76.09999999999997 -18.44999999999999,202.60000000000002 346.7,1557979789
9,0,14,0,8985,4874,7389,8,1,false,false,false,false,false,false,11503,11450,3111,3153,3046,3124,2015,0,3363,1,5,494,1363,497,8766,15,0,5,102871,8583,11134,120909,11700,21100,2569,185,16673,2619,1200,67,DIAMOND,7,4,false,200,6.8 6.800000000000001,-0.050000000000000044 0.15000000000000036,112.05000000000005 -49.64999999999998,464.6 727.9,270.70000000000005 459,BOTTOM,DUO_CARRY,-76.09999999999997 -18.44999999999999,322.29999999999995 475.5,1557979789
10,3,15,0,20658,8546,10723,6,0,false,true,false,false,false,false,11481,11550,3153,3047,3071,3036,0,3134,3340,0,3,448,15070,2826,7897,12,0,12,131948,15168,13733,149802,17994,22526,2271,193,2784,0,895,126,CHALLENGER,12,4,false,200,5.2 10,,,394.9 980.5,294.4 485.70000000000005,TOP,DUO,,366.1 575,1558334623
1,15,13,0,1921,1217,13078,6,0,false,false,false,false,false,false,7660,7400,3050,3067,2055,3069,3117,3105,3364,0,0,307,13137,5489,8798,0,0,0,4394,979,6936,18087,7023,15982,743,18,555,555,246,412,,4,14,false,100,0.4 0.9,,,330.3 731.9000000000001,183.1 289.1,BOTTOM,SOLO,,245.1 344.8,1558334623
2,6,16,0,12651,6205,25181,9,0,false,false,false,false,false,true,14178,14383,3748,2421,1038,3078,3047,3053,3340,1,7,342,27977,5029,10945,19,1,11,173324,8438,21094,218335,16020,34617,4831,224,17032,2552,2576,39,CHALLENGER,12,4,false,100,6.5 10,,,530.8 1065.1,431.4 571.4,TOP,DUO,,450.4 629.2,1558334623
3,10,15,0,22250,0,34185,6,1,false,false,false,false,false,false,10781,10150,1401,3075,3065,3047,1028,2055,3364,1,3,550,106398,11783,8277,126,1,87,22879,1332,27413,145869,15772,43001,37766,28,16591,2657,7310,154,CHALLENGER,11,4,false,100,0.6 2,-0.20000000000000007 -1.6,293.3 828.0999999999999,922.7 1918.6,321.1 423.4,JUNGLE,NONE,-18.200000000000017 -148.2,415.2 527.3,1558334623
4,7,14,0,9493,2384,17889,9,0,false,false,false,false,false,false,12041,11575,3031,3046,1055,3053,0,3006,3340,2,7,262,8260,1699,6824,20,0,9,140015,12323,14987,152511,15764,22426,5386,168,4235,1740,614,157,CHALLENGER,4,3,false,100,5.6 6.199999999999999,,,428.4 854,324.9 419.29999999999995,TOP,DUO,,319.70000000000005 401.4,1558334623
5,1,16,0,3688,1765,8231,7,1,false,false,false,false,false,false,14439,14650,3142,2421,3117,3147,3033,3071,3364,3,15,356,0,0,7882,0,0,0,124930,24526,11149,129960,25820,19823,895,186,5030,1294,791,91,MASTER,4,14,false,100,9.1 6.5,1.2000000000000002 -1.2999999999999998,99.19999999999999 27.700000000000074,253.1 814.1,343.9 660.2,MIDDLE,SOLO,-28.00000000000003 87.70000000000005,484.09999999999997 610.3,1558334623
6,8,16,0,25956,4804,14688,7,0,false,false,false,false,false,false,14926,13835,3027,3157,3040,3020,3165,1052,3340,2,11,499,210054,27869,6989,142,0,114,4502,264,21646,225817,29439,30211,13484,81,11260,1306,1576,30,,4,11,true,200,0.8 3.6,0.20000000000000007 1.6,-293.3 -828.0999999999999,629.4 1090.5,412.9 651.8,JUNGLE,NONE,18.200000000000017 148.2,433.4 675.5,1558334623
7,8,16,0,3272,3272,7508,2,2,false,false,true,false,false,false,12730,11975,3142,3071,3047,3036,3134,1036,3364,2,8,905,6356,1076,4078,0,0,0,136150,18181,8407,148129,21015,13599,3879,215,5623,1756,1113,238,MASTER,4,14,true,200,7.9 7.8,-1.2000000000000002 1.2999999999999998,-99.19999999999999 -27.700000000000074,153.9 786.4,325.8 486.3,MIDDLE,SOLO,28.00000000000003 -87.70000000000005,512.1 522.5999999999999,1558334623
8,7,15,0,9551,5369,6191,7,1,false,false,false,true,false,false,13556,11975,3031,1036,3046,3095,3047,1055,3363,1,6,479,130,56,4577,23,4,19,164358,13674,8912,169871,15421,14610,2888,189,5382,1690,1120,15,CHALLENGER,4,7,true,200,5 7.8999999999999995,,,367.70000000000005 531.3,327.9 432.4,BOTTOM,DUO_CARRY,,249.60000000000002 525.5,1558334623
9,22,14,0,1966,1574,7031,4,0,false,true,true,false,false,false,9084,8750,3107,3504,3092,3158,3082,1028,3364,1,2,649,11905,6703,2674,0,0,0,2072,870,9921,16263,8610,13220,12630,13,2285,1035,625,16,CHALLENGER,21,4,true,200,1 0.1,,,225.4 637.8,278.6 309.79999999999995,BOTTOM,DUO_SUPPORT,,339.6 393.8,1558334623
10,9,16,0,5648,5648,22867,12,2,false,false,true,false,false,false,13297,12283,3748,3078,3047,3508,1029,0,3340,4,10,307,15054,4107,8765,16,12,4,121419,17161,18277,149304,25700,30157,2239,165,12831,4431,3114,24,CHALLENGER,12,4,true,200,5.8 7.1,,,470.20000000000005 1211.9,310.6 555.7,TOP,SOLO,,405.6 601.7,1562843728
1,3,12,0,657,657,4717,7,0,false,false,false,false,false,false,8474,7935,1056,3285,1033,1026,3108,3020,3363,1,4,259,64285,10017,5504,4,0,4,9309,1820,6706,84542,15170,13881,122,136,10947,3332,1670,142,DIAMOND,4,14,false,100,7.2 5.800000000000001,-1.5999999999999996 -1.7999999999999998,-67.6 -307.79999999999995,355.5 650.2,318.1 414.3,MIDDLE,SOLO,-35.400000000000006 14.700000000000017,437.20000000000005 476.1,1562843728
